"","X","CTN","id","fixtime","fixtype","lat","lon","utmzone","utmy","utmx","alt","fixsched","hdop","nsats","fixrate","step","angle","deploy.site","date","month","Primary","Aux1","Aux2","Aux3","Code","Site","DateCapture","ID","Sex","AgeClass"
"1",1,"700516A","700516A",2018-03-22 20:00:00,"Resolved QFP",65.284997,-156.513034,"4W",7242505,616002,56,"Primary",1.2,8,4,0.689314007980154,NA,"KOY",2018-03-23,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"2",2,"700516A","700516A",2018-03-23 00:00:00,"Resolved QFP",65.278852,-156.514655,"4W",7241818,615954,88,"Primary",2.3,6,4,1.31330074404681,-2.76004004317336,"KOY",2018-03-23,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3",3,"700516A","700516A",2018-03-23 04:00:00,"Resolved QFP",65.290199,-156.522204,"4W",7243068,615552,46,"Primary",1.8,6,4,1.61879790363723,3.03741111112413,"KOY",2018-03-23,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"4",4,"700516A","700516A",2018-03-23 08:00:00,"Resolved QFP",65.275883,-156.516428,"4W",7241484,615884,88,"Primary",1.3,8,4,0.090563721325899,-2.33723001425806,"KOY",2018-03-23,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"5",5,"700516A","700516A",2018-03-23 12:00:00,"Resolved QFP",65.276341,-156.51803,"4W",7241532,615807,127,"Primary",2.9,6,4,0.15320247025902,1.89106569230078,"KOY",2018-03-23,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"6",6,"700516A","700516A",2018-03-23 16:00:00,"Resolved QFP",65.27502,-156.518933,"4W",7241383,615771,105,"Primary",1.2,7,4,0.0396078900238159,-1.10799574417098,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"7",7,"700516A","700516A",2018-03-23 20:00:00,"Unresolved QFP",65.274955,-156.519767,"4W",7241374,615732,-7,"Primary",25.5,4,4,0.0950531279065854,2.44784756561433,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"8",8,"700516A","700516A",2018-03-24 00:00:00,"Resolved QFP",65.274539,-156.51799,"4W",7241331,615817,47,"Primary",1.2,8,4,4.17039783220869,2.40819515263932,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"9",9,"700516A","700516A",2018-03-24 04:00:00,"Resolved QFP",65.30995,-156.546774,"4W",7245223,614321,101,"Primary",3.3,5,4,1.71198815774356,1.33114439950664,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"10",10,"700516A","700516A",2018-03-24 08:00:00,"Resolved QFP",65.308596,-156.583346,"4W",7245006,612623,118,"Primary",1.3,7,4,1.33191586623577,-1.04306853806036,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"11",11,"700516A","700516A",2018-03-24 12:00:00,"Resolved QFP",65.318347,-156.599849,"4W",7246063,611813,85,"Primary",1.5,7,4,0.802276298748097,0.399393777626973,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"12",12,"700516A","700516A",2018-03-24 16:00:00,"Resolved QFP",65.322142,-156.614473,"4W",7246460,611116,81,"Primary",1.1,7,4,NA,NA,"KOY",2018-03-25,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"13",13,"700516A","700516A",2018-03-25 00:00:00,"Resolved QFP",65.32285,-156.60988,"4W",7246547,611327,88,"Primary",1.8,6,4,0.908683347982034,NA,"KOY",2018-03-25,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"14",14,"700516A","700516A",2018-03-25 04:00:00,"Resolved QFP",65.315541,-156.601256,"4W",7245748,611759,84,"Primary",1.6,7,4,0.784385585710573,-2.90693091052671,"KOY",2018-03-25,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"15",15,"700516A","700516A",2018-03-25 08:00:00,"Resolved QFP",65.320953,-156.612007,"4W",7246332,611236,103,"Primary",2.2,6,4,0.00494375833227647,2.77492087364839,"KOY",2018-03-25,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"16",16,"700516A","700516A",2018-03-25 12:00:00,"Resolved QFP",65.320911,-156.611973,"4W",7246327,611238,98,"Primary",1.2,8,4,0.0515595701087798,-0.783183961689792,"KOY",2018-03-25,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"17",17,"700516A","700516A",2018-03-25 16:00:00,"Resolved QFP",65.320496,-156.612461,"4W",7246280,611217,102,"Primary",1.1,7,4,0.289186946026123,-3.00099885948626,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"18",18,"700516A","700516A",2018-03-25 20:00:00,"Resolved QFP",65.322961,-156.610531,"4W",7246558,611296,106,"Primary",1.2,8,4,0.240710151038718,-0.325732271167072,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"19",19,"700516A","700516A",2018-03-26 00:00:00,"Resolved QFP",65.32469,-156.607438,"4W",7246756,611433,100,"Primary",0.7,12,4,0.632433034967974,-2.40346657258669,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"20",20,"700516A","700516A",2018-03-26 04:00:00,"Resolved QFP",65.319044,-156.606136,"4W",7246129,611517,104,"Primary",1.7,6,4,0.133282593214555,-2.05017480074156,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"21",21,"700516A","700516A",2018-03-26 08:00:00,"Resolved QFP",65.319491,-156.608788,"4W",7246175,611392,87,"Primary",2.1,7,4,0.647260311372356,2.07029404077153,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"22",22,"700516A","700516A",2018-03-26 12:00:00,"Resolved QFP",65.313725,-156.607178,"4W",7245535,611491,147,"Primary",1.4,9,4,0.437378578506581,2.56826984839832,"KOY",2018-03-26,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"23",23,"700516A","700516A",2018-03-26 16:00:00,"Resolved QFP",65.317245,-156.603037,"4W",7245935,611669,95,"Primary",2,7,4,0.308739728935896,1.13885599133935,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"24",24,"700516A","700516A",2018-03-26 20:00:00,"Resolved QFP",65.319395,-156.607211,"4W",7246167,611466,111,"Primary",0.9,8,4,0.256536165533518,-2.23599777667432,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"25",25,"700516A","700516A",2018-03-27 00:00:00,"Resolved QFP",65.319433,-156.601708,"4W",7246181,611722,86,"Primary",1.5,6,4,0.281433535577343,-1.59729481750845,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"26",26,"700516A","700516A",2018-03-27 04:00:00,"Resolved QFP",65.316909,-156.601768,"4W",7245899,611730,86,"Primary",1.9,6,4,1.02767446286416,1.1918615803305,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"27",27,"700516A","700516A",2018-03-27 08:00:00,"Resolved QFP",65.313413,-156.581371,"4W",7245546,612695,97,"Primary",3.3,6,4,0.00309802835042238,2.41128420432587,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"28",28,"700516A","700516A",2018-03-27 12:00:00,"Resolved QFP",65.313438,-156.5814,"4W",7245549,612693,104,"Primary",1.5,7,4,0.914044604056605,0.735066019162328,"KOY",2018-03-27,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"29",29,"700516A","700516A",2018-03-27 16:00:00,"Resolved QFP",65.316509,-156.599579,"4W",7245859,611833,125,"Primary",1.7,7,4,1.69499258153061,0.311802449231264,"KOY",2018-03-28,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"30",30,"700516A","700516A",2018-03-27 20:00:00,"Resolved QFP",65.317603,-156.635846,"4W",7245917,610140,70,"Primary",1,8,4,1.80027720029194,1.45050791002081,"KOY",2018-03-28,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"31",31,"700516A","700516A",2018-03-28 00:00:00,"Resolved QFP",65.301755,-156.643234,"4W",7244138,609862,80,"Primary",2.3,7,4,0.52686547793362,-2.15609764831643,"KOY",2018-03-28,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"32",32,"700516A","700516A",2018-03-28 04:00:00,"Resolved QFP",65.305071,-156.651282,"4W",7244494,609473,83,"Primary",1.9,6,4,NA,NA,"KOY",2018-03-28,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"33",33,"700516A","700516A",2018-03-28 12:00:00,"Resolved QFP",65.313477,-156.580633,"4W",7245555,612729,87,"Primary",1.6,8,4,0.839094924837687,NA,"KOY",2018-03-28,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"34",34,"700516A","700516A",2018-03-28 16:00:00,"Resolved QFP",65.317673,-156.565691,"4W",7246049,613407,109,"Primary",2.5,5,4,0.560566074840579,3.10512477813928,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"35",35,"700516A","700516A",2018-03-28 20:00:00,"Resolved QFP",65.315023,-156.57591,"4W",7245735,612942,232,"Primary",20.1,5,4,0.447207557311705,-1.34897943603009,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"36",36,"700516A","700516A",2018-03-29 00:00:00,"Resolved QFP",65.317883,-156.582636,"4W",7246042,612617,76,"Primary",1,8,4,0.911513752253484,-3.00736437856732,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"37",37,"700516A","700516A",2018-03-29 04:00:00,"Resolved QFP",65.312872,-156.567187,"4W",7245511,613358,116,"Primary",3.6,6,4,1.612090528301,-1.69582225173056,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"38",38,"700516A","700516A",2018-03-29 08:00:00,"Resolved QFP",65.302639,-156.59161,"4W",7244328,612264,106,"Primary",1.3,6,4,2.79669015408356,-0.873960380702527,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"39",39,"700516A","700516A",2018-03-29 12:00:00,"Resolved QFP",65.304828,-156.651346,"4W",7244467,609471,100,"Primary",1.6,8,4,2.7124808321644,-2.89789807326091,"KOY",2018-03-29,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"40",40,"700516A","700516A",2018-03-29 16:00:00,"Unresolved QFP",65.308593,-156.593881,"4W",7244987,612132,-5,"Primary",25.5,4,4,NA,NA,"KOY",2018-03-30,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"41",41,"700516A","700516A",2018-03-30 00:00:00,"Resolved QFP",65.316976,-156.578124,"4W",7245949,612831,74,"Primary",1.1,7,4,0.561780953024288,NA,"KOY",2018-03-30,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"42",42,"700516A","700516A",2018-03-30 04:00:00,"Resolved QFP",65.313597,-156.569185,"4W",7245589,613261,99,"Primary",2,5,4,NA,NA,"KOY",2018-03-30,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"43",43,"700516A","700516A",2018-03-30 12:00:00,"Resolved QFP",65.310419,-156.57002,"4W",7245233,613236,111,"Primary",1.7,8,4,0.799029117141234,NA,"KOY",2018-03-30,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"44",44,"700516A","700516A",2018-03-30 16:00:00,"Unresolved QFP",65.304435,-156.560592,"4W",7244583,613701,-16,"Primary",25.5,4,4,1.15049464635148,-2.7672002998143,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"45",45,"700516A","700516A",2018-03-30 20:00:00,"Resolved QFP",65.310376,-156.580764,"4W",7245209,612736,91,"Primary",1.2,8,4,1.22776786485772,-2.18465099669434,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"46",46,"700516A","700516A",2018-03-31 00:00:00,"Resolved QFP",65.31408,-156.555965,"4W",7245666,613875,89,"Primary",1.2,8,4,0.461769620369573,2.12730262849467,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"47",47,"700516A","700516A",2018-03-31 04:00:00,"Resolved QFP",65.316655,-156.563723,"4W",7245939,613503,109,"Primary",1.4,8,4,1.6032207281207,3.14108256341237,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"48",48,"700516A","700516A",2018-03-31 08:00:00,"Resolved QFP",65.307706,-156.536808,"4W",7244991,614795,103,"Primary",1.6,7,4,0.567480616108747,-0.478106991431155,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"49",49,"700516A","700516A",2018-03-31 12:00:00,"Resolved QFP",65.303061,-156.531834,"4W",7244483,615047,73,"Primary",2,7,4,1.13078913679558,-0.249563918609029,"KOY",2018-03-31,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"50",50,"700516A","700516A",2018-03-31 16:00:00,"Resolved QFP",65.293068,-156.527696,"4W",7243377,615283,52,"Primary",1.7,6,4,1.72007327421076,-2.87502466478196,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"51",51,"700516A","700516A",2018-03-31 20:00:00,"Resolved QFP",65.307037,-156.543345,"4W",7244905,614493,95,"Primary",1,8,4,NA,NA,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"52",52,"700516A","700516A",2018-04-01 00:02:00,"Resolved QFP",65.315323,-156.591251,"4W",7245741,612226,81,"Primary",0.9,11,4,1.44679072092419,NA,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"53",53,"700516A","700516A",2018-04-01 04:00:00,"Resolved QFP",65.327849,-156.599355,"4W",7247122,611796,108,"Primary",1.4,7,4,0.9004853736434,3.03842608871744,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"54",54,"700516A","700516A",2018-04-01 08:00:00,"Resolved QFP",65.319877,-156.59626,"4W",7246240,611974,97,"Primary",1.3,6,4,0.272675579288858,0.280697920572475,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"55",55,"700516A","700516A",2018-04-01 12:00:00,"Resolved QFP",65.317666,-156.59376,"4W",7245998,612099,95,"Primary",2.8,7,4,0.335664701930156,0.612645407474805,"KOY",2018-04-01,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"56",56,"700516A","700516A",2018-04-01 16:00:00,"Resolved QFP",65.316179,-156.587499,"4W",7245843,612397,96,"Primary",0.9,7,4,0.14906984165164,-2.67968826294017,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"57",57,"700516A","700516A",2018-04-01 20:00:00,"Resolved QFP",65.316252,-156.590692,"4W",7245846,612248,86,"Primary",0.8,10,4,0.646676322041391,-2.98752880912405,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"58",58,"700516A","700516A",2018-04-02 00:00:00,"Resolved QFP",65.316827,-156.576888,"4W",7245935,612889,46,"Primary",1,8,4,1.34352031133738,0.806768209400047,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"59",59,"700516A","700516A",2018-04-02 04:00:00,"Resolved QFP",65.326311,-156.559106,"4W",7247023,613676,81,"Primary",1.2,8,4,0.171326624345661,2.43852226352826,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"60",60,"700516A","700516A",2018-04-02 08:00:00,"Resolved QFP",65.326001,-156.562707,"4W",7246982,613510,72,"Primary",1.3,7,4,0.00661407618018764,0.000585622049715848,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"61",61,"700516A","700516A",2018-04-02 12:00:00,"Resolved QFP",65.325989,-156.562846,"4W",7246980,613503,88,"Primary",1.1,8,4,0.4947419291356,0.432333568913889,"KOY",2018-04-02,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"62",62,"700516A","700516A",2018-04-02 16:00:00,"Resolved QFP",65.323353,-156.571386,"4W",7246671,613117,74,"Primary",1.9,6,4,0.144810838539682,1.87193350625889,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"63",63,"700516A","700516A",2018-04-02 20:00:00,"Resolved QFP",65.322584,-156.568882,"4W",7246590,613237,91,"Primary",1,8,4,0.329957040092534,-2.95380940830388,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"64",64,"700516A","700516A",2018-04-03 00:00:00,"Resolved QFP",65.32386,-156.57527,"4W",7246721,612934,68,"Primary",1,8,4,1.0094882365857,-3.09261676103954,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"65",65,"700516A","700516A",2018-04-03 04:00:00,"Resolved QFP",65.320359,-156.555295,"4W",7246367,613879,91,"Primary",1.9,7,4,0.723285563662407,-1.12420709698756,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"66",66,"700516A","700516A",2018-04-03 08:00:00,"Resolved QFP",65.31388,-156.554524,"4W",7245646,613943,108,"Primary",3.6,6,4,0.220016871046259,0.780813127599465,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"67",67,"700516A","700516A",2018-04-03 12:00:00,"Resolved QFP",65.312549,-156.55104,"4W",7245505,614111,92,"Primary",1.6,7,4,1.0708949294159,0.568327060604631,"KOY",2018-04-03,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"68",68,"700516A","700516A",2018-04-03 16:00:00,"Resolved QFP",65.310904,-156.528411,"4W",7245362,615172,98,"Primary",2.1,7,4,0.349675530841059,0.866830228125245,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"69",69,"700516A","700516A",2018-04-03 20:00:00,"Resolved QFP",65.312912,-156.52265,"4W",7245597,615432,80,"Primary",1,8,4,0.543862773397226,0.827116640195656,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"70",70,"700516A","700516A",2018-04-04 00:00:00,"Resolved QFP",65.317784,-156.522081,"4W",7246140,615437,51,"Primary",1.3,7,4,0.17691436011592,0.651637223032184,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"71",71,"700516A","700516A",2018-04-04 04:00:00,"Resolved QFP",65.319091,-156.524233,"4W",7246282,615331,65,"Primary",1.5,7,4,0.74666325323098,-2.96291307883283,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"72",72,"700516A","700516A",2018-04-04 08:00:00,"Resolved QFP",65.314337,-156.512952,"4W",7245773,615877,57,"Primary",0.8,10,4,0.00351491995568115,-3.1247349749283,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"73",73,"700516A","700516A",2018-04-04 12:00:00,"Resolved QFP",65.314359,-156.513006,"4W",7245776,615875,62,"Primary",2,8,4,0.439771552501723,-0.0518055507991816,"KOY",2018-04-04,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"74",74,"700516A","700516A",2018-04-04 16:00:00,"Resolved QFP",65.317254,-156.519413,"4W",7246086,615564,76,"Primary",1.1,7,4,0.723451168613992,0.691627755182785,"KOY",2018-04-05,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"75",75,"700516A","700516A",2018-04-04 20:00:00,"Resolved QFP",65.318111,-156.534797,"4W",7246154,614843,80,"Primary",3.3,6,4,0.60031770409969,-0.708796189899435,"KOY",2018-04-05,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"76",76,"700516A","700516A",2018-04-05 00:00:00,"Resolved QFP",65.322125,-156.543381,"4W",7246585,614426,67,"Primary",1.1,7,4,0.722769527345885,0.591707245923369,"KOY",2018-04-05,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"77",77,"700516A","700516A",2018-04-05 04:00:00,"Resolved QFP",65.323726,-156.558409,"4W",7246736,613720,124,"Primary",3.6,7,4,0.269503855109524,-0.715347585444253,"KOY",2018-04-05,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"78",78,"700516A","700516A",2018-04-05 08:00:00,"Resolved QFP",65.325713,-156.561702,"4W",7246952,613558,85,"Primary",1.5,8,4,NA,NA,"KOY",2018-04-05,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"79",79,"700516A","700516A",2018-04-05 16:00:00,"Resolved QFP",65.32075,-156.549579,"4W",7246421,614144,29,"Primary",10,5,4,2.44663868023283,NA,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"80",80,"700516A","700516A",2018-04-05 20:00:00,"Resolved QFP",65.306106,-156.510496,"4W",7244861,616028,63,"Primary",1.1,8,4,0.880274081757355,-1.41472062591624,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"81",81,"700516A","700516A",2018-04-06 00:00:00,"Resolved QFP",65.299477,-156.520747,"4W",7244104,615579,72,"Primary",1.2,8,4,1.25442283200508,0.796957529675864,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"82",82,"700516A","700516A",2018-04-06 04:00:00,"Resolved QFP",65.288504,-156.51481,"4W",7242892,615904,80,"Auxiliary 3",1.8,7,4,0,-0.222700311438889,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"83",83,"700516A","700516A",2018-04-06 04:00:00,"Resolved QFP",65.288504,-156.51481,"4W",7242892,615904,80,"Auxiliary 3",1.8,7,4,0.327811322458371,-0.244019975441066,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"84",84,"700516A","700516A",2018-04-06 08:00:00,"Resolved QFP",65.285651,-156.516507,"4W",7242571,615838,42,"Auxiliary 3",4.6,6,4,0,0.244019975441066,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"85",85,"700516A","700516A",2018-04-06 08:00:00,"Resolved QFP",65.285651,-156.516507,"4W",7242571,615838,42,"Auxiliary 3",4.6,6,4,0.0106375947667986,2.96963921110021,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"86",86,"700516A","700516A",2018-04-06 12:00:00,"Resolved QFP",65.285745,-156.516468,"4W",7242582,615839,54,"Auxiliary 3",2.7,7,4,0,-2.96963921110021,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"87",87,"700516A","700516A",2018-04-06 12:00:00,"Resolved QFP",65.285745,-156.516468,"4W",7242582,615839,54,"Auxiliary 3",2.7,7,4,0.285891050519978,0.142850962010924,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"88",88,"700516A","700516A",2018-04-06 16:00:00,"Resolved QFP",65.283207,-156.515596,"4W",7242301,615891,86,"Auxiliary 3",1.1,7,4,0,-0.142850962010924,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"89",89,"700516A","700516A",2018-04-06 16:00:00,"Resolved QFP",65.283207,-156.515596,"4W",7242301,615891,86,"Auxiliary 3",1.1,7,4,1.54943268044314,-2.16339067978551,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"90",90,"700516A","700516A",2018-04-06 20:00:00,"Resolved QFP",65.290966,-156.54314,"4W",7243115,614573,68,"Auxiliary 3",1.1,8,4,0,2.16339067978551,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"91",91,"700516A","700516A",2018-04-06 20:00:00,"Resolved QFP",65.290966,-156.54314,"4W",7243115,614573,68,"Auxiliary 3",1.1,8,4,0.794957642370395,-0.51451752875986,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"92",92,"700516A","700516A",2018-04-07 00:00:00,"Resolved QFP",65.284759,-156.551522,"4W",7242408,614209,109,"Auxiliary 3",1,8,4,0,0.51451752875986,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"93",93,"700516A","700516A",2018-04-07 00:00:00,"Resolved QFP",65.284759,-156.551522,"4W",7242408,614209,109,"Auxiliary 3",1,8,4,1.25456506511623,-1.15984661865514,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"94",94,"700516A","700516A",2018-04-07 04:00:00,"Resolved QFP",65.280262,-156.57616,"4W",7241863,613079,99,"Auxiliary 3",1.3,7,4,0,1.15984661865514,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"95",95,"700516A","700516A",2018-04-07 04:00:00,"Resolved QFP",65.280262,-156.57616,"4W",7241863,613079,99,"Auxiliary 3",1.3,7,4,0.111101370839826,-1.08984415254242,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"96",96,"700516A","700516A",2018-04-07 08:00:00,"Unresolved QFP",65.279801,-156.57827,"4W",7241808,612983,-1,"Auxiliary 3",25.5,4,4,0,1.08984415254242,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"97",97,"700516A","700516A",2018-04-07 08:00:00,"Unresolved QFP",65.279801,-156.57827,"4W",7241808,612983,-1,"Auxiliary 3",25.5,4,4,0.0686088837315038,-2.34678913193498,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"98",98,"700516A","700516A",2018-04-07 12:00:00,"Resolved QFP",65.280232,-156.579319,"4W",7241854,612932,60,"Auxiliary 3",2.2,7,4,0,2.34678913193498,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"99",99,"700516A","700516A",2018-04-07 12:00:00,"Resolved QFP",65.280232,-156.579319,"4W",7241854,612932,60,"Auxiliary 3",2.2,7,4,0.583079232898733,1.81461718437979,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"100",100,"700516A","700516A",2018-04-07 16:00:00,"Resolved QFP",65.281494,-156.567197,"4W",7242016,613492,81,"Auxiliary 3",2,5,4,0,-1.81461718437979,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"101",1015,"700517A","700517A",2018-03-23 20:00:00,"Resolved QFP",65.240048,-157.183861,"4W",7236429,584865,81,"Primary",1.4,7,4,0.0546546943585485,NA,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"102",1016,"700517A","700517A",2018-03-24 00:00:00,"Resolved QFP",65.240019,-157.185028,"4W",7236425,584810,81,"Primary",1.5,6,4,0.710623398770678,-0.171881622890293,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"103",1017,"700517A","700517A",2018-03-24 04:00:00,"Resolved QFP",65.240735,-157.200132,"4W",7236484,584102,84,"Primary",1.9,6,4,0.768510102284705,-0.457148164075859,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"104",1018,"700517A","700517A",2018-03-24 08:00:00,"Resolved QFP (Uncertain)",65.244453,-157.213975,"4W",7236880,583444,103,"Primary",25.5,5,4,0.98700993557713,-2.28481372554638,"KOY",2018-03-24,3,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
