"","X","CTN","id","fixtime","fixtype","lat","lon","utmzone","utmy","utmx","alt","fixsched","hdop","nsats","fixrate","step","angle","deploy.site","date","month","Primary","Aux1","Aux2","Aux3","Code","Site","DateCapture","ID","Sex","AgeClass"
"3765",40226,"700558A","700558A",2018-04-16 00:00:00,"Resolved QFP",65.193975,-157.124818,"4W",7231377,587775,88,"Auxiliary 3",1.5,8,4,10.0046512413087,2.39993683531316,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3766",40227,"700558A","700558A",2018-04-16 04:00:00,"Resolved QFP",65.155427,-157.317586,"4W",7226828,578868,79,"Auxiliary 3",0.9,8,4,6.0735617852004,1.57342292302979,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3767",40228,"700558A","700558A",2018-04-16 08:00:00,"Resolved QFP",65.106251,-157.26193,"4W",7221419,581628,85,"Auxiliary 3",1.1,8,4,1.19602571480047,2.1549553635868,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3768",40229,"700558A","700558A",2018-04-16 12:00:00,"Resolved QFP",65.115443,-157.248806,"4W",7222460,582216,72,"Auxiliary 3",3.1,7,4,4.85869454615195,1.76535472983175,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3769",40230,"700558A","700558A",2018-04-16 16:00:00,"Resolved QFP",65.130229,-157.346136,"4W",7223985,577604,43,"Auxiliary 3",1.6,6,4,1.78693590898758,0.31000681382492,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3770",40231,"700558A","700558A",2018-04-16 20:00:00,"Resolved QFP",65.130816,-157.384175,"4W",7224004,575818,52,"Auxiliary 3",1,8,4,0.00631519998165736,-3.01626780847656,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3771",40232,"700558A","700558A",2018-04-17 00:00:00,"Resolved QFP",65.130821,-157.384041,"4W",7224005,575824,63,"Auxiliary 3",1.6,7,4,3.42939290768556,1.60845114207869,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3772",40233,"700558A","700558A",2018-04-17 04:00:00,"Resolved QFP",65.161335,-157.393235,"4W",7227394,575306,64,"Auxiliary 3",1.1,7,4,3.39335853290777,2.13682002745872,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3773",40234,"700558A","700558A",2018-04-17 08:00:00,"Resolved QFP",65.141903,-157.448912,"4W",7225163,572750,56,"Auxiliary 3",1,8,4,0.575558879189327,-2.32256880417462,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3774",40235,"700558A","700558A",2018-04-17 12:00:00,"Resolved QFP",65.147056,-157.44818,"4W",7225738,572770,53,"Auxiliary 3",1.3,8,4,2.65183725651616,-1.92735225660677,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3775",40236,"700558A","700558A",2018-04-17 16:00:00,"Resolved QFP",65.13743,-157.396502,"4W",7224726,575221,51,"Auxiliary 3",1.7,6,4,4.21373968532194,-0.046138694342193,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3776",40237,"700558A","700558A",2018-04-17 20:00:00,"Resolved QFP",65.120549,-157.316199,"4W",7222943,579037,58,"Auxiliary 3",1.2,7,4,1.19932936663002,1.90461171286993,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3777",40238,"700558A","700558A",2018-04-18 00:00:00,"Resolved QFP",65.131217,-157.312923,"4W",7224136,579159,74,"Auxiliary 3",1.1,8,4,3.65094131719832,0.0131050163498181,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3778",40239,"700558A","700558A",2018-04-18 04:00:00,"Resolved QFP",65.163744,-157.303951,"4W",7227771,579483,78,"Auxiliary 3",1.3,6,4,9.2654993547103,-1.04823806716532,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3779",40240,"700558A","700558A",2018-04-18 08:00:00,"Resolved QFP",65.196537,-157.122259,"4W",7231666,587887,74,"Auxiliary 3",1,9,4,0.336988258769367,-2.38785038846051,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3780",40241,"700558A","700558A",2018-04-18 12:00:00,"Resolved QFP",65.193765,-157.125127,"4W",7231353,587762,75,"Auxiliary 3",1.6,7,4,0.431549323603244,2.51992921304502,"KOY",2018-04-18,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3781",40242,"700558A","700558A",2018-04-18 16:00:00,"Resolved QFP",65.195752,-157.117219,"4W",7231586,588125,61,"Auxiliary 3",1.3,7,4,0.496190214190928,2.96770484516986,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3782",40243,"700558A","700558A",2018-04-18 20:00:00,"Resolved QFP",65.194162,-157.127115,"4W",7231395,587667,72,"Auxiliary 3",1.3,7,4,0.679739601286424,-2.24276812077775,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3783",40244,"700558A","700558A",2018-04-19 00:00:00,"Resolved QFP",65.199974,-157.122732,"4W",7232048,587853,89,"Auxiliary 3",1.1,8,4,3.85974471390518,0.329224417769051,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3784",40245,"700558A","700558A",2018-04-19 04:00:00,"Resolved QFP",65.234583,-157.124591,"4W",7235902,587652,90,"Auxiliary 3",2.2,6,4,2.52676177181142,0.465745123912983,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3785",40246,"700558A","700558A",2018-04-19 08:00:00,"Resolved QFP",65.254595,-157.149958,"4W",7238096,586401,96,"Auxiliary 3",1.8,7,4,5.86408182646499,1.64382876327454,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3786",40247,"700558A","700558A",2018-04-19 12:00:00,"Resolved QFP",65.226562,-157.256089,"4W",7234832,581532,100,"Auxiliary 3",1,8,4,6.61009440510958,0.559215343420438,"KOY",2018-04-19,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3787",40248,"700558A","700558A",2018-04-19 16:00:00,"Resolved QFP",65.173173,-157.317468,"4W",7228805,578821,58,"Auxiliary 3",1.1,7,4,0.812014601434432,0.826396375049166,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3788",40249,"700558A","700558A",2018-04-19 20:00:00,"Resolved QFP",65.166399,-157.311106,"4W",7228058,579139,73,"Auxiliary 3",1,8,4,0.00936633179954056,2.29817179492934,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3789",40250,"700558A","700558A",2018-04-20 00:00:00,"Resolved QFP",65.166474,-157.311016,"4W",7228067,579143,81,"Auxiliary 3",1.6,6,4,2.90510702794719,-2.81241916008077,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3790",40251,"700558A","700558A",2018-04-20 04:00:00,"Resolved QFP",65.140666,-157.31954,"4W",7225181,578821,64,"Auxiliary 3",1.1,7,4,2.17900539415882,0.178076807764146,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3791",40252,"700558A","700558A",2018-04-20 08:00:00,"Resolved QFP",65.121138,-157.317687,"4W",7223007,578965,66,"Auxiliary 3",1,9,4,2.17580094271795,-0.0733670883359707,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3792",40253,"700558A","700558A",2018-04-20 12:00:00,"Resolved QFP",65.101634,-157.319234,"4W",7220832,578951,55,"Auxiliary 3",2.2,8,4,1.49426284823818,-2.78924962056935,"KOY",2018-04-20,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3793",40254,"700558A","700558A",2018-04-20 16:00:00,"Resolved QFP",65.11436,-157.329208,"4W",7222238,578445,41,"Auxiliary 3",0.9,9,4,2.15341493598869,0.177843063449259,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3794",40255,"700558A","700558A",2018-04-20 20:00:00,"Resolved QFP",65.131338,-157.35107,"4W",7224102,577369,55,"Auxiliary 3",1.4,7,4,0.454565328277495,0.596364676293889,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3795",40256,"700558A","700558A",2018-04-21 00:00:00,"Resolved QFP",65.133212,-157.35967,"4W",7224301,576960,44,"Auxiliary 3",1,8,4,2.29084038059373,-0.392928826973434,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3796",40257,"700558A","700558A",2018-04-21 04:00:00,"Resolved QFP (Uncertain)",65.148921,-157.391136,"4W",7226013,575440,60,"Auxiliary 3",1.4,6,4,2.60134143816044,1.0993271223375,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3797",40258,"700558A","700558A",2018-04-21 08:00:00,"Resolved QFP",65.143621,-157.445132,"4W",7225359,572923,59,"Auxiliary 3",1.3,7,4,0.576249973192647,-0.144176238171489,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3798",40259,"700558A","700558A",2018-04-21 12:00:00,"Resolved QFP (Uncertain)",65.143184,-157.457369,"4W",7225296,572350,44,"Auxiliary 3",1,11,4,2.96481323405444,3.13787260806172,"KOY",2018-04-21,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3799",40260,"700558A","700558A",2018-04-21 16:00:00,"Resolved QFP",65.145318,-157.394385,"4W",7225608,575297,59,"Auxiliary 3",0.9,9,4,0.707947007524236,1.09392137731961,"KOY",2018-04-22,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3800",40261,"700558A","700558A",2018-04-21 20:00:00,"Resolved QFP",65.151176,-157.388563,"4W",7226267,575554,78,"Auxiliary 3",1,9,4,0.0904845524381163,-1.98688877112487,"KOY",2018-04-22,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3801",41188,"700559A","700559A",2018-04-06 00:00:00,"Resolved QFP",65.152065,-157.316571,"4W",7226454,578926,90,"Auxiliary 3",1.1,8,4,2.75609062842134,NA,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3802",41189,"700559A","700559A",2018-04-06 04:00:00,"Resolved QFP",65.129584,-157.340993,"4W",7223919,577847,71,"Auxiliary 3",1.3,7,4,0.691915380704784,1.16380490535018,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3803",41190,"700559A","700559A",2018-04-06 08:00:00,"Resolved QFP",65.124979,-157.331114,"4W",7223418,578324,57,"Auxiliary 3",1.9,7,4,0.00501798479014452,-2.57544954456532,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3804",41191,"700559A","700559A",2018-04-06 12:00:00,"Resolved QFP",65.124991,-157.331217,"4W",7223420,578319,65,"Auxiliary 3",1.2,8,4,1.45702491856622,-1.63411382729644,"KOY",2018-04-06,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3805",41192,"700559A","700559A",2018-04-06 16:00:00,"Resolved QFP",65.13734,-157.321063,"4W",7224808,578759,75,"Auxiliary 3",1,8,4,2.03285281556618,0.232910084283951,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3806",41193,"700559A","700559A",2018-04-06 20:00:00,"Resolved QFP",65.155481,-157.316723,"4W",7226835,578909,89,"Auxiliary 3",1.3,8,4,1.26325978560782,-0.103326449467063,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3807",41194,"700559A","700559A",2018-04-07 00:00:00,"Resolved QFP",65.166577,-157.311274,"4W",7228078,579131,65,"Auxiliary 3",1.3,6,4,0.414734742858112,-2.63109043051158,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3808",41195,"700559A","700559A",2018-04-07 04:00:00,"Resolved QFP",65.163031,-157.308602,"4W",7227686,579267,86,"Auxiliary 3",1,10,4,1.36076251341985,-0.90292877567126,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3809",41196,"700559A","700559A",2018-04-07 08:00:00,"Resolved QFP (Uncertain)",65.15293,-157.324888,"4W",7226540,578534,70,"Auxiliary 3",1,7,4,0.000624485714397642,1.06356190342239,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3810",41197,"700559A","700559A",2018-04-07 12:00:00,"Resolved QFP",65.152925,-157.324882,"4W",7226540,578534,70,"Auxiliary 3",1,11,4,0.100885486043263,1.1630171911471,"KOY",2018-04-07,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3811",41198,"700559A","700559A",2018-04-07 16:00:00,"Resolved QFP",65.152979,-157.322735,"4W",7226548,578634,99,"Auxiliary 3",2.7,7,4,0.490292093282395,-2.82925123640347,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3812",41199,"700559A","700559A",2018-04-07 20:00:00,"Resolved QFP",65.15138,-157.332472,"4W",7226358,578183,58,"Auxiliary 3",1,9,4,0.393413640435337,-2.83424244633746,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3813",41200,"700559A","700559A",2018-04-08 00:00:00,"Resolved QFP",65.153597,-157.325947,"4W",7226613,578482,80,"Auxiliary 3",1.2,8,4,NA,NA,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3814",41201,"700559A","700559A",2018-04-08 08:00:00,"Resolved QFP",65.153055,-157.324469,"4W",7226555,578553,70,"Auxiliary 3",1.1,7,4,0.00839456360576112,NA,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3815",41202,"700559A","700559A",2018-04-08 12:00:00,"Resolved QFP",65.153023,-157.324307,"4W",7226551,578561,70,"Auxiliary 3",1.1,11,4,0.037720760255047,-2.20329171260589,"KOY",2018-04-08,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3816",41203,"700559A","700559A",2018-04-08 16:00:00,"Resolved QFP",65.152861,-157.325013,"4W",7226533,578528,46,"Auxiliary 3",1.5,7,4,0.412254548453089,-3.01065336349322,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3817",41204,"700559A","700559A",2018-04-08 20:00:00,"Resolved QFP",65.15504,-157.317912,"4W",7226784,578854,74,"Auxiliary 3",3.9,6,4,0.4369426227573,0.628769595396304,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3818",41205,"700559A","700559A",2018-04-09 00:00:00,"Resolved QFP",65.15877,-157.315054,"4W",7227203,578977,75,"Auxiliary 3",1.4,6,4,0.865600075296603,0.166699840113697,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3819",41206,"700559A","700559A",2018-04-09 04:00:00,"Resolved QFP",65.166452,-157.312385,"4W",7228063,579079,86,"Auxiliary 3",1.4,7,4,3.15515104685245,2.7529521860558,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3820",41207,"700559A","700559A",2018-04-09 08:00:00,"Resolved QFP",65.142085,-157.346591,"4W",7225305,577548,59,"Auxiliary 3",1.1,7,4,0.198041836591684,-2.77667059213098,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3821",41208,"700559A","700559A",2018-04-09 12:00:00,"Resolved QFP",65.143836,-157.345882,"4W",7225501,577576,72,"Auxiliary 3",1.1,9,4,1.44116312148736,-0.601227821449062,"KOY",2018-04-09,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3822",41209,"700559A","700559A",2018-04-09 16:00:00,"Resolved QFP",65.153114,-157.324493,"4W",7226561,578552,74,"Auxiliary 3",1.3,8,4,1.16037566163005,-0.600461708432286,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3823",41210,"700559A","700559A",2018-04-09 20:00:00,"Resolved QFP",65.155183,-157.300247,"4W",7226822,579682,64,"Auxiliary 3",1,10,4,0.00258531702980258,-1.6437856649172,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3824",41211,"700559A","700559A",2018-04-10 00:00:00,"Resolved QFP",65.15516,-157.30024,"4W",7226820,579682,74,"Auxiliary 3",1.2,8,4,1.54482289826589,2.77879407248144,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3825",41212,"700559A","700559A",2018-04-10 04:00:00,"Resolved QFP",65.168633,-157.292552,"4W",7228331,580002,90,"Auxiliary 3",0.8,11,4,0.00795397118334298,-1.47596902333521,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3826",41213,"700559A","700559A",2018-04-10 08:00:00,"Resolved QFP",65.168623,-157.292384,"4W",7228330,580010,83,"Auxiliary 3",1,8,4,0.935913993926233,0.842203631162546,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3827",41214,"700559A","700559A",2018-04-10 12:00:00,"Resolved QFP",65.17404,-157.277131,"4W",7228953,580708,78,"Auxiliary 3",1.3,9,4,3.75754779739583,-2.67224006126811,"KOY",2018-04-10,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3828",41215,"700559A","700559A",2018-04-10 16:00:00,"Resolved QFP",65.142994,-157.308306,"4W",7225454,579340,36,"Auxiliary 3",1.5,7,4,3.50840154321203,0.549466562724423,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3829",41216,"700559A","700559A",2018-04-10 20:00:00,"Resolved QFP",65.111878,-157.297176,"4W",7222001,579956,60,"Auxiliary 3",1.1,8,4,2.70324710300091,1.55768797368948,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3830",41217,"700559A","700559A",2018-04-11 00:00:00,"Resolved QFP",65.115166,-157.240161,"4W",7222441,582622,61,"Auxiliary 3",1.3,7,4,1.03896323432799,-3.11059204506167,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3831",41218,"700559A","700559A",2018-04-11 04:00:00,"Resolved QFP",65.113611,-157.261969,"4W",7222239,581603,63,"Auxiliary 3",1.5,7,4,4.42552735179357,1.77294322895118,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3832",41219,"700559A","700559A",2018-04-11 08:00:00,"Resolved QFP",65.076595,-157.227981,"4W",7218159,583315,66,"Auxiliary 3",1,8,4,0.399026065335109,-1.25774445068411,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3833",41220,"700559A","700559A",2018-04-11 12:00:00,"Resolved QFP",65.074337,-157.234562,"4W",7217899,583012,82,"Auxiliary 3",0.9,11,4,3.93132560687186,-1.6021785069312,"KOY",2018-04-11,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3834",41221,"700559A","700559A",2018-04-11 16:00:00,"Resolved QFP",65.102371,-157.285275,"4W",7220957,580543,60,"Auxiliary 3",0.8,10,4,0.00883270889418023,1.81835415265759,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3835",41222,"700559A","700559A",2018-04-11 20:00:00,"Resolved QFP (Uncertain)",65.102309,-157.285392,"4W",7220950,580538,37,"Auxiliary 3",2.1,7,4,3.30865395932547,-1.81371257701047,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3836",41223,"700559A","700559A",2018-04-12 00:00:00,"Resolved QFP",65.12582,-157.32837,"4W",7223515,578450,101,"Auxiliary 3",3.1,7,4,3.43831131082107,-0.806939377368575,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3837",41224,"700559A","700559A",2018-04-12 04:00:00,"Resolved QFP",65.156307,-157.317342,"4W",7226926,578877,88,"Auxiliary 3",1,8,4,2.12639215263777,1.98481496586779,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3838",41225,"700559A","700559A",2018-04-12 08:00:00,"Resolved QFP (Uncertain)",65.151342,-157.361114,"4W",7226319,576840,62,"Auxiliary 3",1.1,7,4,1.86623527002812,0.621491520597937,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3839",41226,"700559A","700559A",2018-04-12 12:00:00,"Resolved QFP",65.138391,-157.386312,"4W",7224845,575696,70,"Auxiliary 3",0.8,11,4,1.05396746795082,0.682454181251378,"KOY",2018-04-12,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3840",41227,"700559A","700559A",2018-04-12 16:00:00,"Resolved QFP",65.128938,-157.386398,"4W",7223792,575719,46,"Auxiliary 3",0.8,10,4,0.882806605867041,0.660851071247712,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3841",41228,"700559A","700559A",2018-04-12 20:00:00,"Resolved QFP",65.122668,-157.374916,"4W",7223107,576275,61,"Auxiliary 3",0.9,10,4,0.00572322761914103,1.25132636773817,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3842",41229,"700559A","700559A",2018-04-13 00:00:00,"Resolved QFP",65.122685,-157.374801,"4W",7223109,576281,69,"Auxiliary 3",1,9,4,0.862892523775023,-0.77192637647218,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3843",41230,"700559A","700559A",2018-04-13 04:00:00,"Resolved QFP",65.119427,-157.358134,"4W",7222766,577072,47,"Auxiliary 3",1.3,8,4,4.21407147495603,0.599294792314017,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3844",41231,"700559A","700559A",2018-04-13 08:00:00,"Resolved QFP",65.125606,-157.269602,"4W",7223566,581208,58,"Auxiliary 3",1,9,4,1.22672064833005,1.83271020383449,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3845",41232,"700559A","700559A",2018-04-13 12:00:00,"Resolved QFP",65.135621,-157.280422,"4W",7224668,580670,74,"Auxiliary 3",0.9,9,4,3.42019727558399,0.0335105581793677,"KOY",2018-04-13,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3846",41233,"700559A","700559A",2018-04-13 16:00:00,"Resolved QFP",65.1631,-157.312828,"4W",7227689,579069,85,"Auxiliary 3",1.1,8,4,2.19812133758127,1.73476235088756,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3847",41234,"700559A","700559A",2018-04-13 20:00:00,"Resolved QFP",65.151571,-157.350849,"4W",7226357,577321,77,"Auxiliary 3",4,7,4,1.58988209430678,-0.643372754790842,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3848",41235,"700559A","700559A",2018-04-14 00:00:00,"Resolved QFP",65.151839,-157.384737,"4W",7226346,575731,80,"Auxiliary 3",0.7,12,4,0.287338428511504,-0.633580889312698,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3849",41236,"700559A","700559A",2018-04-14 04:00:00,"Resolved QFP",65.153404,-157.389604,"4W",7226514,575499,64,"Auxiliary 3",1,7,4,1.31369503225649,0.13465518590198,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3850",41237,"700559A","700559A",2018-04-14 08:00:00,"Resolved QFP",65.159236,-157.413943,"4W",7227135,574341,61,"Auxiliary 3",1,8,4,1.46789892216266,1.04577912388817,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3851",41238,"700559A","700559A",2018-04-14 12:00:00,"Resolved QFP",65.152603,-157.440979,"4W",7226365,573093,79,"Auxiliary 3",1.7,8,4,2.7263305836482,1.93293133596937,"KOY",2018-04-14,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3852",41239,"700559A","700559A",2018-04-14 16:00:00,"Resolved QFP",65.137204,-157.395842,"4W",7224702,575252,62,"Auxiliary 3",1.8,7,4,1.76401636523493,-0.28672868405708,"KOY",2018-04-15,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3853",41240,"700559A","700559A",2018-04-14 20:00:00,"Resolved QFP",65.124173,-157.374531,"4W",7223275,576289,40,"Auxiliary 3",1,8,4,0.184734899086337,1.27987791385034,"KOY",2018-04-15,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3854",41241,"700559A","700559A",2018-04-15 00:00:00,"Resolved QFP",65.124682,-157.370787,"4W",7223337,576463,50,"Auxiliary 3",1.2,8,4,4.46705855546378,-1.10041295936064,"KOY",2018-04-15,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3855",41242,"700559A","700559A",2018-04-15 04:00:00,"Resolved QFP",65.096259,-157.303773,"4W",7220253,579693,76,"Auxiliary 3",0.8,9,4,NA,NA,"KOY",2018-04-15,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3856",41243,"700559A","700559A",2018-04-15 12:00:00,"Resolved QFP",65.090428,-157.264858,"4W",7219653,581539,52,"Auxiliary 3",1.2,9,4,1.98510341314032,NA,"KOY",2018-04-15,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3857",41244,"700559A","700559A",2018-04-15 16:00:00,"Resolved QFP",65.107783,-157.255427,"4W",7221598,581928,62,"Auxiliary 3",1,8,4,1.08313497391554,-0.499057611051021,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3858",41245,"700559A","700559A",2018-04-15 20:00:00,"Resolved QFP",65.115059,-157.24015,"4W",7222429,582623,61,"Auxiliary 3",1.3,7,4,0.003018409288377,-0.303123783642848,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3859",41246,"700559A","700559A",2018-04-16 00:00:00,"Resolved QFP",65.115073,-157.240095,"4W",7222431,582626,117,"Auxiliary 3",1.4,8,4,1.60760963167388,-0.902472769522468,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3860",41247,"700559A","700559A",2018-04-16 04:00:00,"Resolved QFP",65.110004,-157.208058,"4W",7221908,584145,61,"Auxiliary 3",1.6,6,4,1.67205712829485,1.21262197869821,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3861",41248,"700559A","700559A",2018-04-16 08:00:00,"Resolved QFP",65.121305,-157.184657,"4W",7223199,585208,63,"Auxiliary 3",1.2,7,4,0.00844160411898431,-2.00015543232403,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3862",41249,"700559A","700559A",2018-04-16 12:00:00,"Resolved QFP",65.121236,-157.184583,"4W",7223191,585212,69,"Auxiliary 3",3.8,7,4,2.51337773489886,-0.688164898951718,"KOY",2018-04-16,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
"3863",41250,"700559A","700559A",2018-04-16 16:00:00,"Resolved QFP",65.099473,-157.198531,"4W",7220748,584626,61,"Auxiliary 3",1,8,4,3.01399440996883,-1.53069696309209,"KOY",2018-04-17,4,"E","H","G","F","EHGF","KOY",NA,NA,NA,NA
